date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:05	165625/165625	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-286f9%22	https://themewagon.github.io/builerz/img/about.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/about.jpg	(from https://themewagon.github.io/builerz/)
16:29:06	66848/66848	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-10520%22	https://themewagon.github.io/builerz/img/service-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-1.jpg	(from https://themewagon.github.io/builerz/)
16:29:06	42963/42963	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-a7d3%22	https://themewagon.github.io/builerz/img/service-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-2.jpg	(from https://themewagon.github.io/builerz/)
16:29:07	45701/45701	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-b285%22	https://themewagon.github.io/builerz/img/service-3.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-3.jpg	(from https://themewagon.github.io/builerz/)
16:29:08	50534/50534	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-c566%22	https://themewagon.github.io/builerz/img/service-4.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-4.jpg	(from https://themewagon.github.io/builerz/)
16:29:09	48359/48359	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-bce7%22	https://themewagon.github.io/builerz/img/service-5.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-5.jpg	(from https://themewagon.github.io/builerz/)
16:29:11	53338/53338	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-d05a%22	https://themewagon.github.io/builerz/img/service-6.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-6.jpg	(from https://themewagon.github.io/builerz/)
16:29:11	24722/24722	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-6092%22	https://themewagon.github.io/builerz/img/team-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/team-1.jpg	(from https://themewagon.github.io/builerz/)
16:29:12	23749/23749	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-5cc5%22	https://themewagon.github.io/builerz/img/team-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/team-2.jpg	(from https://themewagon.github.io/builerz/)
16:29:13	26431/26431	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-673f%22	https://themewagon.github.io/builerz/img/team-3.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/team-3.jpg	(from https://themewagon.github.io/builerz/)
16:29:14	18810/18810	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-497a%22	https://themewagon.github.io/builerz/img/team-4.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/team-4.jpg	(from https://themewagon.github.io/builerz/)
16:29:15	7270/7270	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1c66%22	https://themewagon.github.io/builerz/img/testimonial-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/testimonial-1.jpg	(from https://themewagon.github.io/builerz/)
16:29:16	9152/9152	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-23c0%22	https://themewagon.github.io/builerz/img/testimonial-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/testimonial-2.jpg	(from https://themewagon.github.io/builerz/)
16:29:17	7614/7614	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1dbe%22	https://themewagon.github.io/builerz/img/testimonial-3.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/testimonial-3.jpg	(from https://themewagon.github.io/builerz/)
16:29:18	8919/8919	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-22d7%22	https://themewagon.github.io/builerz/img/testimonial-4.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/testimonial-4.jpg	(from https://themewagon.github.io/builerz/)
16:29:19	34103/34103	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-8537%22	https://themewagon.github.io/builerz/img/blog-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/blog-1.jpg	(from https://themewagon.github.io/builerz/)
16:29:20	29227/29227	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-722b%22	https://themewagon.github.io/builerz/img/blog-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/blog-2.jpg	(from https://themewagon.github.io/builerz/)
16:29:21	36678/36678	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-8f46%22	https://themewagon.github.io/builerz/img/blog-3.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/blog-3.jpg	(from https://themewagon.github.io/builerz/)
16:29:23	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	/Users/shreyashkantilalpawar/websites/Construction/code.jquery.com/jquery-3.4.1.min.js	(from https://themewagon.github.io/builerz/)
16:29:24	2302/2302	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-8fe%22	https://themewagon.github.io/builerz/lib/easing/easing.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/easing/easing.min.js	(from https://themewagon.github.io/builerz/)
16:29:25	80698/80698	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a5334e475209f965b4862f3bedf32618%22	https://stackpath.bootstrapcdn.com/bootstrap/4.4.1/js/bootstrap.bundle.min.js	/Users/shreyashkantilalpawar/websites/Construction/stackpath.bootstrapcdn.com/bootstrap/4.4.1/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/builerz/)
16:29:25	8156/8156	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-1fdc%22	https://themewagon.github.io/builerz/lib/wow/wow.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/wow/wow.min.js	(from https://themewagon.github.io/builerz/)
16:29:26	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-a70e%22	https://themewagon.github.io/builerz/lib/owlcarousel/owl.carousel.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/owlcarousel/owl.carousel.min.js	(from https://themewagon.github.io/builerz/)
16:29:27	35503/35503	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-8aaf%22	https://themewagon.github.io/builerz/lib/isotope/isotope.pkgd.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/isotope/isotope.pkgd.min.js	(from https://themewagon.github.io/builerz/)
16:29:28	9418/9418	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-24ca%22	https://themewagon.github.io/builerz/lib/lightbox/js/lightbox.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/lightbox/js/lightbox.min.js	(from https://themewagon.github.io/builerz/)
16:29:29	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-2344%22	https://themewagon.github.io/builerz/lib/waypoints/waypoints.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/builerz/)
16:29:30	2406/2406	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-966%22	https://themewagon.github.io/builerz/lib/counterup/counterup.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/counterup/counterup.min.js	(from https://themewagon.github.io/builerz/)
16:29:31	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-a76f%22	https://themewagon.github.io/builerz/lib/slick/slick.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/slick.min.js	(from https://themewagon.github.io/builerz/)
16:29:32	3700/3700	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-e74%22	https://themewagon.github.io/builerz/js/main.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/js/main.js	(from https://themewagon.github.io/builerz/)
16:29:34	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2008%20Nov%202024%2010:59:33%20GMT	https://fonts.googleapis.com/robots.txt		(from https://themewagon.github.io/builerz/)
16:29:35	40182/40182	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-9cf6%22	https://themewagon.github.io/builerz/img/portfolio-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-1.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:29:35	52972/52972	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-ceec%22	https://themewagon.github.io/builerz/img/portfolio-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-2.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:29:36	32701/32701	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-7fbd%22	https://themewagon.github.io/builerz/img/portfolio-3.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-3.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:29:37	39358/39358	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-99be%22	https://themewagon.github.io/builerz/img/portfolio-4.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-4.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:29:39	33577/33577	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-8329%22	https://themewagon.github.io/builerz/img/portfolio-5.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-5.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:29:39	47657/47657	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-ba29%22	https://themewagon.github.io/builerz/img/portfolio-6.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-6.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:29:41	77331/77331	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-12e13%22	https://themewagon.github.io/builerz/img/single.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/single.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:29:41	4048/4048	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-fd0%22	https://themewagon.github.io/builerz/img/user.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/user.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:29:42	4978/4978	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1372%22	https://themewagon.github.io/builerz/img/post-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-1.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:29:44	5001/5001	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1389%22	https://themewagon.github.io/builerz/img/post-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-2.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:29:45	6006/6006	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1776%22	https://themewagon.github.io/builerz/img/post-3.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-3.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:29:46	5181/5181	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-143d%22	https://themewagon.github.io/builerz/img/post-4.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-4.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:29:46	5262/5262	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-148e%22	https://themewagon.github.io/builerz/img/post-5.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-5.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:29:47	14877/14877	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-3a1d%22	https://themewagon.github.io/builerz/mail/jqBootstrapValidation.min.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/mail/jqBootstrapValidation.min.js	(from https://themewagon.github.io/builerz/contact.html)
16:29:59	2598/2598	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-a26%22	https://themewagon.github.io/builerz/mail/contact.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/mail/contact.js	(from https://themewagon.github.io/builerz/contact.html)
16:32:26	205641/205641	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/carousel-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/carousel-1.jpg	(from https://themewagon.github.io/builerz/)
16:32:27	100515/100515	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/carousel-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/carousel-2.jpg	(from https://themewagon.github.io/builerz/)
16:32:27	165625/165625	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/about.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/about.jpg	(from https://themewagon.github.io/builerz/)
16:32:27	66848/66848	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/service-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-1.jpg	(from https://themewagon.github.io/builerz/)
16:32:27	53338/53338	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/service-6.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/service-6.jpg	(from https://themewagon.github.io/builerz/)
16:32:33	80698/80698	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22a5334e475209f965b4862f3bedf32618%22	https://stackpath.bootstrapcdn.com/bootstrap/4.4.1/js/bootstrap.bundle.min.js	/Users/shreyashkantilalpawar/websites/Construction/stackpath.bootstrapcdn.com/bootstrap/4.4.1/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/builerz/)
16:32:33	691790/691790	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03e60-a8e4e%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/webfonts/fa-brands-400.svg	/Users/shreyashkantilalpawar/websites/Construction/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/webfonts/fa-brands-400.svg	(from https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css)
16:32:33	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	/Users/shreyashkantilalpawar/websites/Construction/code.jquery.com/jquery-3.4.1.min.js	(from https://themewagon.github.io/builerz/)
16:32:34	40182/40182	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/portfolio-1.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-1.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:32:34	144452/144452	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03e60-23444%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/webfonts/fa-regular-400.svg	/Users/shreyashkantilalpawar/websites/Construction/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/webfonts/fa-regular-400.svg	(from https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css)
16:32:49	839389/839389	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03e60-ccedd%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/webfonts/fa-solid-900.svg	/Users/shreyashkantilalpawar/websites/Construction/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/webfonts/fa-solid-900.svg	(from https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css)
16:33:59	33577/33577	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/portfolio-5.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-5.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:33:59	47657/47657	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/portfolio-6.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/portfolio-6.jpg	(from https://themewagon.github.io/builerz/portfolio.php)
16:34:00	8838/8838	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-2286%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.eot	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.eot	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:01	77331/77331	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/single.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/single.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:34:01	4048/4048	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/user.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/user.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:34:01	5001/5001	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/post-2.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-2.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:34:01	6006/6006	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/post-3.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-3.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:34:02	8838/8838	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-2286%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.eot?	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticond41d.eot	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:04	4308/4308	---M--	200	added ('OK')	font/woff2	etag:%22639ff706-10d4%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff2	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff2	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:04	5181/5181	URF---	200	added ('OK%20(cached)')	image/jpeg		https://themewagon.github.io/builerz/img/post-4.jpg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/post-4.jpg	(from https://themewagon.github.io/builerz/achivement.html)
16:34:04	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/vnd.ms-fontobject	etag:W/%22639ff706-2286%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.eot?	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticond41d.eot	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:04	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%22639ff706-a26%22	https://themewagon.github.io/builerz/mail/contact.js	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/mail/contact.js	(from https://themewagon.github.io/builerz/contact.html)
16:34:05	5360/5360	---M--	200	added ('OK')	font/woff	etag:%22639ff706-14f0%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:05	4308/4308	URF---	200	added ('OK%20(cached)')	application/woff2		https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff2	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff2	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
